,dateofshipment,weightofshipment,shipmentinsurrancecost,basevalue,boxtxt,width,length,depth,costtomake,durability,beginstorenumber,beginstoretxt,beginNightLoading,beginAutomation,begininsurracecost,endstorenumber,endstoretxt,endNightLoading,endAutomation,endinsurracecost
384,11/02/21,21.052,2.6069,159,EC423810,42,38,10,3.69,21,127,NM418127,No,No,1.5802,257,TX253257,Yes,Yes,2.6069
385,10/07/21,40.592,2.6069,136,MA101120,10,11,20,2.15,22,172,TX253172,No,Yes,2.4496,257,TX253257,Yes,Yes,2.6069
386,04/13/21,46.148,2.6069,143,FD311219,31,12,19,2.64,23,172,TX253172,No,Yes,2.4496,257,TX253257,Yes,Yes,2.6069
387,10/23/21,50.223,2.6069,92,DA251912,25,19,12,2.36,24,117,NM418117,Yes,No,1.9876,257,TX253257,Yes,Yes,2.6069
388,06/01/21,9.305,2.6069,120,DX301310,30,13,10,3.91,21,148,OK712148,Yes,No,2.36,257,TX253257,Yes,Yes,2.6069
389,12/13/21,5.795,2.9858,170,GJ331220,33,12,20,3.09,27,200,TX253200,No,Yes,2.9858,257,TX253257,Yes,Yes,2.6069
390,07/13/21,11.626,2.6069,137,DM481414,48,14,14,2.56,23,191,TX253191,Yes,Yes,2.3817,257,TX253257,Yes,Yes,2.6069
391,07/18/21,36.126,2.6069,165,DM481414,48,14,14,2.56,23,191,TX253191,Yes,Yes,2.3817,257,TX253257,Yes,Yes,2.6069
392,10/31/21,36.845,2.6069,144,DX301310,30,13,10,3.91,21,199,TX253199,Yes,No,2.5445,257,TX253257,Yes,Yes,2.6069
393,01/18/21,49.49,2.6069,112,NC103116,10,31,16,2.31,30,199,TX253199,Yes,No,2.5445,257,TX253257,Yes,Yes,2.6069
394,05/17/21,33.487,2.6069,112,BQ261014,26,10,14,2.64,30,125,TX253125,No,No,1.3809,257,TX253257,Yes,Yes,2.6069
395,11/10/21,25.931,2.6069,146,MA101120,10,11,20,2.15,22,112,OK712112,Yes,Yes,2.1187,257,,Yes,Yes,2.6069
396,08/12/21,10.784,2.6069,128,DX301310,30,13,10,3.91,21,185,OK712185,No,Yes,1.8776,257,TX253257,Yes,Yes,2.6069
397,01/16/21,5.475,2.6069,144,GD341420,34,14,20,2.82,26,185,OK712185,No,Yes,1.8776,257,TX253257,Yes,Yes,2.6069
398,05/10/21,16.109,2.967,173,EC423810,42,38,10,3.69,21,111,NM418111,No,Yes,1.6539,228,NM418228,No,Yes,2.967
399,03/20/21,7.041,2.967,190,KQ264020,26,40,20,2.92,23,122,TX253122,No,No,1.5313,228,NM418228,No,Yes,2.967
400,08/17/21,38.757,2.967,193,FD311219,31,12,19,2.64,23,154,TX253154,No,No,1.6255,228,NM418228,No,Yes,2.967
401,08/06/21,50.337,2.967,106,QH401919,40,19,19,2.39,26,144,TX253144,Yes,Yes,2.4187,228,NM418228,No,Yes,2.967
402,07/19/21,49.785,2.967,180,MA101120,10,11,20,2.15,22,144,TX253144,Yes,Yes,2.4187,228,NM418228,No,Yes,2.967
403,07/05/21,20.248,2.967,121,DA251912,25,19,12,2.36,24,157,OK712157,Yes,Yes,2.0854,228,NM418228,No,Yes,2.967
404,07/06/21,41.754,2.967,113,KH102813,10,28,13,1.21,24,192,TX253192,No,No,2.1589,228,NM418228,No,Yes,2.967
405,07/17/21,41.377,2.967,93,BQ261014,26,10,14,2.64,30,139,TX253139,Yes,No,1.4508,228,NM418228,No,Yes,2.967
406,09/30/21,42.691,2.967,194,DG282516,28,25,16,2.79,30,159,OK712159,Yes,No,2.3619,228,NM418228,No,Yes,2.967
407,06/21/21,29.209,2.967,130,GJ331220,33,12,20,3.09,27,123,TX253123,No,No,1.4704,228,NM418228,No,Yes,2.967
408,05/05/21,27.037,2.967,109,EC423810,42,38,10,3.69,21,180,NM418180,Yes,Yes,2.5014,228,NM418228,No,Yes,2.967
409,01/10/21,7.996,3.5451,119,FD311219,31,12,19,2.64,23,111,NM418111,No,Yes,1.6539,274,OK712274,Yes,Yes,3.5451
410,01/04/21,8.25,3.5451,190,NC103116,10,31,16,2.31,30,174,OK712174,No,No,2.4035,274,OK712274,Yes,Yes,3.5451
411,12/16/21,34.044,3.5451,175,KQ264020,26,40,20,2.92,23,144,TX253144,Yes,Yes,2.4187,274,OK712274,Yes,Yes,3.5451
412,01/22/21,7.846,3.5451,141,QH401919,40,19,19,2.39,26,200,TX253200,No,Yes,2.9858,274,OK712274,Yes,Yes,3.5451
413,01/11/21,33.173,3.5451,106,FD311219,31,12,19,2.64,23,191,TX253191,Yes,Yes,2.3817,274,OK712274,Yes,Yes,3.5451
414,02/18/21,10.551,3.5451,91,GD341420,34,14,20,2.82,26,196,NM418196,Yes,No,2.6256,274,OK712274,Yes,Yes,3.5451
415,12/06/21,10.879,3.5451,108,QH401919,40,19,19,2.39,26,147,NM418147,Yes,Yes,1.4944,274,OK712274,Yes,Yes,3.5451
416,11/16/21,43.19,3.5451,106,DM481414,48,14,14,2.56,23,146,NM418146,Yes,No,1.74,274,OK712274,Yes,Yes,3.5451
417,08/16/21,23.335,3.5451,193,DM481414,48,14,14,2.56,23,184,TX253184,No,Yes,2.0025,274,OK712274,Yes,Yes,3.5451
418,01/21/21,7.253,3.5451,145,DG282516,28,25,16,2.79,30,151,TX253151,No,Yes,1.9154,274,OK712274,Yes,Yes,3.5451
419,07/02/21,34.361,2.6797,116,FD311219,31,12,19,2.64,23,111,NM418111,No,Yes,1.6539,236,TX253236,No,No,2.6797
420,02/15/21,49.215,2.6797,124,DX301310,30,13,10,3.91,21,187,TX253187,No,No,1.9274,236,TX253236,No,No,2.6797
421,05/11/21,14.31,2.6797,194,DM481414,48,14,14,2.56,23,122,TX253122,No,No,1.5313,236,TX253236,No,No,2.6797
422,03/07/21,7.784,2.6797,173,DX301310,30,13,10,3.91,21,165,OK712165,No,Yes,1.8487,236,TX253236,No,No,2.6797
423,08/10/21,45.332,2.6797,119,GJ331220,33,12,20,3.09,27,170,NM418170,No,Yes,1.7663,236,TX253236,No,No,2.6797
424,03/21/21,19.748,2.6797,186,GD341420,34,14,20,2.82,26,191,TX253191,Yes,Yes,2.3817,236,TX253236,No,No,2.6797
425,11/22/21,45.831,2.6797,176,FD311219,31,12,19,2.64,23,121,OK712121,No,No,1.766,236,TX253236,No,No,2.6797
426,11/30/21,50.73,2.6797,126,NC103116,10,31,16,2.31,30,115,TX253115,No,No,1.162,236,TX253236,No,No,2.6797
427,07/10/21,26.927,2.6797,108,KQ264020,26,40,20,2.92,23,115,TX253115,No,No,1.162,236,TX253236,No,No,2.6797
428,09/22/21,49.171,3.5743,139,KQ264020,26,40,20,2.92,23,111,NM418111,No,Yes,1.6539,276,NM418276,Yes,Yes,3.5743
429,02/13/21,45.801,3.5743,141,NC103116,10,31,16,2.31,30,188,OK712188,Yes,Yes,2.0033,276,NM418276,Yes,rofl,3.5743
430,05/21/21,20.903,3.5743,152,KQ264020,26,40,20,2.92,23,170,NM418170,No,a,1.7663,276,NM418276,Yes,Yes,3.5743
431,09/05/21,6.229,3.5743,169,GJ331220,33,12,20,3.09,27,132,TX253132,No,No,1.3315,276,NM418276,Yes,Yes,3.5743
432,11/10/21,32.841,3.5743,95,FD311219,31,12,19,2.64,23,183,OK712183,No,Yes,2.3069,276,NM418276,Yes,Yes,3.5743
433,09/02/21,23.817,3.5743,170,BQ261014,26,10,14,2.64,30,133,TX253133,Yes,No,1.4345,276,NM418276,Yes,Yes,3.5743
434,11/11/21,50.834,3.5743,166,KQ264020,26,40,20,2.92,23,100,OK712100,Yes,Yes,1.0142,276,NM418276,Yes,Yes,3.5743
435,02/19/21,19.396,3.5743,159,KQ264020,26,40,20,2.92,23,175,OK712175,Yes,Yes,2.5327,276,NM418276,Yes,Yes,3.5743
436,03/14/21,12.453,3.5743,185,GD341420,34,14,20,2.82,26,104,OK712104,Yes,Yes,1.7396,276,NM418276,Yes,Yes,3.5743
437,06/12/21,12.13,3.0176,162,QH401919,40,19,19,2.39,26,163,NM418163,No,Yes,2.0233,296,TX253296,Yes,Yes,3.0176
438,04/21/21,19.269,3.0176,119,DG282516,28,25,16,2.79,30,103,NM418103,Yes,Yes,1.0743,296,TX253296,Yes,Yes,3.0176
439,04/05/21,44.281,3.0176,177,DG282516,28,25,16,2.79,30,157,OK712157,Yes,Yes,2.0854,296,TX253296,Yes,Yes,3.0176
440,12/23/21,30.092,3.0176,103,KH102813,10,28,13,1.21,24,101,TX253101,Yes,No,1.1412,296,TX253296,Yes,Yes,3.0176
441,10/09/21,48.794,3.0176,170,DX301310,30,13,10,3.91,21,197,NM418197,No,No,2.005,296,TX253296,Yes,Yes,3.0176
442,10/07/21,5.175,3.0176,93,KH102813,10,28,13,1.21,24,110,NM418110,Yes,No,1.4881,296,TX253296,Yes,Yes,3.0176
443,12/05/21,31.322,3.0176,116,GJ331220,33,12,20,3.09,27,125,TX253125,No,No,1.3809,296,TX253296,Yes,Yes,3.0176
444,05/31/21,20.069,3.0176,94,MA101120,10,11,20,2.15,22,118,TX253118,No,No,1.7179,296,TX253296,Yes,Yes,3.0176
445,04/24/21,16.574,3.0176,120,GJ331220,33,12,20,3.09,27,118,TX253118,No,No,1.7179,296,TX253296,Yes,Yes,3.0176
446,11/10/21,18.329,3.0176,175,EC423810,42,38,10,3.69,21,160,TX253160,No,Yes,2.4575,296,TX253296,Yes,Yes,3.0176
447,10/04/21,32.112,3.0176,115,BQ261014,26,10,14,2.64,30,113,TX253113,Yes,No,2.0506,296,TX253296,Yes,Yes,3.0176
448,01/11/21,34.11,3.0176,165,KH102813,10,28,13,1.21,24,176,NM418176,No,No,2.1468,296,TX253296,Yes,Yes,3.0176
449,02/24/21,18.372,3.0176,100,KH102813,10,28,13,1.21,24,158,NM418158,No,Yes,1.8597,296,TX253296,Yes,Yes,3.0176
450,08/14/21,39.305,2.6335,117,DX301310,30,13,10,3.91,21,163,NM418163,No,Yes,2.0233,239,TX253239,Yes,Yes,2.6335
451,03/03/21,15.131,2.6335,126,NC103116,10,31,16,2.31,30,120,TX253120,No,No,2.0283,239,TX253239,Yes,Yes,2.6335
452,06/02/21,23.707,2.6335,193,DX301310,30,13,10,3.91,21,103,NM418103,Yes,Yes,1.0743,239,TX253239,Yes,Yes,2.6335
453,01/21/21,15.061,2.6335,109,QH401919,40,19,19,2.39,26,102,OK712102,No,Yes,1.8185,239,TX253239,Yes,Yes,2.6335
454,08/16/21,6.298,2.6335,125,EC423810,42,38,10,3.69,21,141,TX253141,Yes,No,1.5247,239,TX253239,Yes,Yes,2.6335
455,06/21/21,8.501,2.6335,131,GD341420,34,14,20,2.82,26,138,TX253138,Yes,No,2.1131,239,TX253239,Yes,Yes,2.6335
456,10/02/21,35.232,3.0343,120,NC103116,10,31,16,2.31,30,163,NM418163,No,Yes,2.0233,229,OK712229,Yes,Yes,3.0343
457,07/23/21,9.51,3.0343,111,EC423810,42,38,10,3.69,21,150,NM418150,Yes,Yes,2.4296,229,OK712229,Yes,Yes,3.0343
458,08/24/21,32.453,3.0343,139,KH102813,10,28,13,1.21,24,165,OK712165,No,Yes,1.8487,229,OK712229,Yes,Yes,3.0343
459,08/02/21,10.668,3.0343,166,DG282516,28,25,16,2.79,30,193,TX253193,No,Yes,2.0263,229,OK712229,Yes,Yes,3.0343
460,09/07/21,5.559,3.0343,163,KH102813,10,28,13,1.21,24,193,TX253193,No,Yes,2.0263,229,OK712229,Yes,Yes,3.0343
461,08/08/21,25.87,3.0343,169,KH102813,10,28,13,1.21,24,123,TX253123,No,No,1.4704,229,OK712229,roflmao,Yes,3.0343
462,12/03/21,31.619,3.0343,187,KH102813,10,28,13,1.21,24,175,OK712175,Yes,Yes,2.5327,229,OK712229,Yes,Yes,3.0343
463,09/09/21,30.653,3.0343,133,DM481414,48,14,14,2.56,23,143,TX253143,No,Yes,1.9005,229,OK712229,Yes,Yes,3.0343
464,09/11/21,6.501,3.032,185,DG282516,28,25,16,2.79,30,127,NM418127,No,No,1.5802,226,TX253226,No,Yes,3.032
465,06/04/21,13.496,3.032,161,KH102813,10,28,13,1.21,24,188,OK712188,Yes,Yes,2.0033,226,TX253226,No,Yes,3.032
466,10/16/21,18.887,3.032,165,GJ331220,33,12,20,3.09,27,103,NM418103,Yes,Yes,1.0743,226,TX253226,No,Yes,3.032
467,08/09/21,47.491,3.032,100,KQ264020,26,40,20,2.92,23,116,NM418116,Yes,Yes,1.9501,226,TX253226,No,Yes,3.032
468,08/04/21,46.939,3.032,173,QH401919,40,19,19,2.39,26,129,TX253129,No,Yes,1.8218,226,TX253226,No,Yes,3.032
469,04/08/21,24.751,3.032,191,DM481414,48,14,14,2.56,23,121,OK712121,No,No,1.766,226,TX253226,No,Yes,3.032
470,12/06/21,35.375,3.032,136,DG282516,28,25,16,2.79,30,192,TX253192,No,No,2.1589,226,TX253226,No,Yes,3.032
471,04/03/21,13.658,3.032,148,MA101120,10,11,20,2.15,22,139,TX253139,Yes,No,750000,226,TX253226,No,Yes,3.032
472,01/11/21,11.757,3.032,152,DG282516,28,25,16,2.79,30,119,NM418119,Yes,Yes,2.1247,226,TX253226,No,Yes,3.032
473,01/18/21,19.341,3.032,133,NC103116,10,31,16,2.31,30,123,TX253123,No,No,1.4704,226,TX253226,No,Yes,3.032
474,05/08/21,46.076,3.032,117,GD341420,34,14,20,2.82,26,198,NM418198,Yes,No,2.0457,226,TX253226,No,Yes,3.032
475,10/03/21,23.469,3.032,146,KQ264020,26,40,20,2.92,23,198,NM418198,Yes,No,2.0457,226,TX253226,No,Yes,3.032
476,01/21/21,48.343,3.032,180,BQ261014,26,10,14,2.64,30,162,OK712162,No,Yes,y,226,TX253226,No,Yes,3.032
477,12/07/21,13.637,3.032,120,DX301310,30,13,10,3.91,21,184,TX253184,No,Yes,2.0025,226,TX253226,No,Yes,3.032
478,01/06/21,39.479,3.032,189,GD341420,34,14,20,2.82,26,104,OK712104,Yes,Yes,1.7396,226,TX253226,No,Yes,3.032
479,06/12/21,14.507,3.032,100,FD311219,31,12,19,2.64,23,138,TX253138,Yes,No,2.1131,226,TX253226,No,Yes,3.032
480,03/03/21,49.179,2.8626,105,BQ261014,26,10,14,2.64,30,127,NM418127,No,No,1.5802,217,OK712217,No,No,2.8626
481,07/18/21,39.879,2.8626,188,EC423810,42,38,10,3.69,21,191,TX253191,Yes,Yes,2.3817,217,OK712217,No,No,2.8626
482,08/14/21,14.868,2.8626,179,DG282516,28,25,16,2.79,30,121,OK712121,No,No,1.766,217,OK712217,No,No,2.8626
483,02/12/21,14.27,2.8626,138,EC423810,42,38,10,3.69,21,192,TX253192,No,No,2.1589,217,OK712217,No,No,2.8626
484,08/22/21,41.345,2.8626,104,DX301310,30,13,10,3.91,21,137,OK712137,Yes,Yes,2.0729,217,OK712217,No,No,2.8626
485,01/17/21,48.25,2.8626,191,FD311219,31,12,19,2.64,23,175,OK712175,Yes,Yes,2.5327,217,OK712217,No,No,2.8626
486,10/18/21,38.834,2.8626,96,EC423810,42,38,10,3.69,21,184,TX253184,No,Yes,2.0025,217,OK712217,No,No,2.8626
487,04/10/21,25.075,2.8626,169,KQ264020,26,40,20,2.92,23,151,TX253151,No,Yes,1.9154,217,OK712217,No,No,2.8626
488,05/03/21,18.165,2.8626,160,EC423810,42,38,10,3.69,21,145,OK712145,No,No,1.8777,217,OK712217,No,No,2.8626
489,11/23/21,47.485,2.8626,124,DM481414,48,14,14,2.56,23,156,OK712156,No,No,2.0617,217,OK712217,No,No,2.8626
490,10/18/21,6.839,3.6969,128,BQ261014,26,10,14,2.64,30,127,NM418127,No,No,1.5802,279,NM418279,No,No,3.6969
491,10/15/21,26.218,3.6969,155,DM481414,48,14,14,2.56,23,144,TX253144,Yes,Yes,2.4187,279,NM418279,No,No,3.6969
492,08/24/21,18.711,3.6969,126,GD341420,34,14,20,2.82,26,121,OK712121,No,No,1.766,279,NM418279,No,No,3.6969
493,02/24/21,31.187,3.6969,116,DA251912,25,19,12,2.36,24,101,TX253101,Yes,No,1.1412,279,NM418279,No,kkthxbbq,3.6969
494,11/24/21,29.687,3.6969,96,GD341420,34,14,20,2.82,26,155,OK712155,No,Yes,1.622,279,NM418279,No,No,3.6969
495,03/07/21,29.108,3.6969,145,DM481414,48,14,14,2.56,23,100,OK712100,Yes,Yes,1.0142,279,NM418279,No,No,3.6969
496,11/03/21,24.566,3.6969,91,BQ261014,26,10,14,2.64,30,160,TX253160,No,Yes,2.4575,279,NM418279,No,No,3.6969
497,07/21/21,40.13,3.6969,121,DM481414,48,14,14,2.56,23,167,NM418167,Yes,Yes,2.5544,279,NM418279,No,No,3.6969
498,12/04/21,40.25,2.5469,164,FD311219,31,12,19,2.64,23,127,NM418127,No,No,1.5802,250,OK712250,Yes,No,2.5469
499,06/04/21,20.387,2.5469,99,DX301310,30,13,10,3.91,21,152,TX253152,Yes,Yes,1.5865,250,OK712250,Yes,No,2.5469
500,12/14/21,40.696,2.5469,182,DX301310,30,13,10,3.91,21,154,TX253154,No,No,1.6255,250,OK712250,Yes,No,2.5469
501,07/06/21,29.008,2.5469,98,KH102813,10,28,13,1.21,24,110,NM418110,Yes,No,1.4881,250,OK712250,Yes,No,2.5469
502,04/18/21,15.282,2.5469,96,FD311219,31,12,19,2.64,23,112,OK712112,Yes,Yes,2.1187,250,OK712250,Yes,No,2.5469
503,02/12/21,50.292,2.5469,97,KQ264020,26,40,20,2.92,23,136,OK712136,No,No,1.3875,250,OK712250,Yes,No,2.5469
504,11/03/21,50.357,2.5469,151,DX301310,30,13,10,3.91,21,184,TX253184,No,Yes,2.0025,250,OK712250,Yes,No,2.5469
505,03/15/21,48.335,2.5469,166,GJ331220,33,12,20,3.09,27,185,OK712185,No,Yes,1.8776,250,OK712250,Yes,No,2.5469
506,10/05/21,19.896,2.5469,124,DM481414,48,14,14,2.56,23,140,NM418140,Yes,No,1.4479,250,OK712250,Yes,No,2.5469
507,02/01/21,18.511,2.5469,98,FD311219,31,12,19,2.64,23,140,NM418140,Yes,No,1.4479,250,OK712250,Yes,No,2.5469
508,09/13/21,27.988,3.0053,194,FD311219,31,12,19,2.64,23,127,NM418127,No,No,1.5802,218,OK712218,Yes,Yes,3.0053
509,11/22/21,50.757,3.0053,183,GJ331220,33,12,20,3.09,27,170,NM418170,No,Yes,65000,218,OK712218,Yes,Yes,3.0053
510,08/24/21,25.783,3.0053,94,MA101120,10,11,20,2.15,22,200,TX253200,No,Yes,2.9858,218,OK712218,Yes,Yes,3.0053
511,05/18/21,14.794,3.0053,178,FD311219,31,12,19,2.64,23,157,OK712157,Yes,Yes,2.0854,218,OK712218,Yes,Yes,3.0053
512,03/09/21,9.878,3.0053,127,DA251912,25,19,12,2.36,24,107,NM418107,Yes,Yes,1.19,218,OK712218,Yes,Yes,3.0053
513,07/14/21,38.66,3.0053,126,DA251912,25,19,12,2.36,24,118,TX253118,No,No,1.7179,218,OK712218,Yes,Yes,3.0053
514,10/12/21,30.042,3.0053,125,KQ264020,26,40,20,2.92,23,158,NM418158,No,Yes,1.8597,218,OK712218,Yes,Yes,3.0053
515,02/16/21,8.865,2.756,143,KQ264020,26,40,20,2.92,23,127,NM418127,No,No,1.5802,231,TX253231,No,Yes,2.756
516,08/12/21,5.781,2.756,181,QH401919,40,19,19,2.39,26,150,NM418150,Yes,Yes,2.4296,231,TX253231,No,Yes,2.756
517,02/04/21,14.65,2.756,93,DX301310,30,13,10,3.91,21,161,NM418161,No,No,2.527,231,TX253231,No,Yes,2.756
518,01/08/21,46.545,2.756,94,QH401919,40,19,19,2.39,26,154,TX253154,No,No,1.6255,231,TX253231,No,Yes,2.756
519,02/18/21,15.856,2.756,187,DM481414,48,14,14,2.56,23,134,NM418134,Yes,Yes,1.3619,231,TX253231,No,Yes,2.756
520,07/21/21,13.092,2.756,162,BQ261014,26,10,14,2.64,30,105,OK712105,Yes,No,2.0155,231,TX253231,No,Yes,2.756
521,02/03/21,16.174,2.756,167,FD311219,31,12,19,2.64,23,147,NM418147,Yes,Yes,1.4944,231,TX253231,No,Yes,2.756
522,07/03/21,40.978,2.756,170,KQ264020,26,40,20,2.92,23,107,NM418107,Yes,Yes,1.19,231,TX253231,No,Yes,2.756
523,10/24/21,20.902,2.756,160,GJ331220,33,12,20,17,27,199,TX253199,Yes,No,2.5445,231,TX253231,No,Yes,2.756
524,02/11/21,8.366,2.756,185,DG282516,28,25,16,2.79,30,137,OK712137,Yes,Yes,2.0729,231,TX253231,No,Yes,2.756
525,06/16/21,47.806,2.756,162,MA101120,10,11,20,2.15,22,100,OK712100,Yes,Yes,1.0142,231,TX253231,No,Yes,2.756
526,11/24/21,47.499,2.756,173,EC423810,42,38,10,3.69,21,160,TX253160,No,Yes,2.4575,231,TX253231,No,Yes,2.756
527,02/03/21,20.306,2.756,176,NC103116,10,31,16,2.31,30,109,TX253109,No,No,1.5793,231,TX253231,No,Yes,2.756
528,03/11/21,5.708,2.756,123,DG282516,28,25,16,2.79,30,185,OK712185,No,Yes,1.8776,231,TX253231,No,Yes,2.756
529,05/02/21,8.619,2.756,127,GD341420,34,14,20,2.82,26,190,TX253190,Yes,No,1.9432,231,TX253231,No,Yes,2.756
530,02/10/21,47.54,2.756,144,GJ331220,33,12,20,3.09,27,128,TX253128,No,Yes,2.183,231,TX253231,No,Yes,2.756
531,04/09/21,13.655,3.3723,126,QH401919,40,19,19,2.39,26,150,NM418150,Yes,Yes,2.4296,282,OK712282,No,No,3.3723
532,11/20/21,39.298,3.3723,103,QH401919,40,19,19,2.39,26,170,NM418170,No,Yes,1.7663,282,OK712282,No,No,3.3723
533,11/02/21,22.363,3.3723,134,QH401919,40,19,19,2.39,26,134,NM418134,Yes,Yes,1.3619,282,OK712282,No,No,3.3723
534,04/17/21,26.232,3.3723,100,DX301310,30,13,10,3.91,21,116,NM418116,Yes,Yes,1.9501,282,OK712282,No,No,3.3723
535,12/13/21,12.687,3.3723,161,MA101120,10,11,20,2.15,22,159,OK712159,Yes,No,2.3619,282,OK712282,No,No,3.3723
536,02/12/21,32.772,3.3723,185,KH102813,10,28,13,1.21,24,146,NM418146,Yes,No,1.74,282,OK712282,No,No,3.3723
537,11/19/21,44.86,3.3723,135,KH102813,10,28,13,1.21,24,153,NM418153,No,No,1.8533,282,OK712282,No,No,3.3723
538,06/18/21,46.769,3.3723,102,BQ261014,26,10,14,2.64,30,166,NM418166,Yes,Yes,1.7288,282,OK712282,No,No,3.3723
539,09/23/21,41.915,3.3723,95,BQ261014,26,10,14,2.64,30,190,TX253190,Yes,No,1.9432,282,OK712282,No,No,3.3723
540,12/18/21,5.973,3.3685,194,FD311219,31,12,19,2.64,23,150,NM418150,Yes,Yes,2.4296,258,NM418258,Yes,Yes,3.3685
541,05/15/21,23.027,3.3685,141,DX301310,30,13,10,3.91,21,161,NM418161,No,No,2.527,258,NM418258,Yes,Yes,3.3685
542,12/11/21,12.691,3.3685,188,NC103116,10,31,16,2.31,30,108,OK712108,Yes,Yes,1.4731,258,NM418258,Yes,Yes,3.3685
543,06/14/21,9.644,3.3685,114,DM481414,48,14,14,2.56,23,102,OK712102,No,Yes,1.8185,258,NM418258,Yes,Yes,3.3685
544,03/20/21,49.921,3.3685,123,FD311219,31,12,19,2.64,23,110,NM418110,Yes,No,1.4881,258,NM418258,Yes,Yes,3.3685
545,08/08/21,6.722,3.3685,148,NC103116,10,31,16,2.31,30,194,OK712194,No,Yes,2.4107,258,NM418258,Yes,Yes,3.3685
546,11/23/21,20.132,3.3685,142,FD311219,31,12,19,2.64,23,137,OK712137,Yes,Yes,2.0729,258,NM418258,Yes,Yes,3.3685
547,12/14/21,32.438,3.3685,137,DX301310,30,13,10,3.91,21,115,TX253115,No,No,1.162,258,NM418258,Yes,Yes,3.3685
548,03/18/21,47.42,3.3685,192,DA251912,25,19,12,2.36,24,198,NM418198,Yes,No,2.0457,258,NM418258,Yes,Yes,3.3685
549,01/14/21,27.257,3.3685,103,GJ331220,33,12,20,3.09,27,160,TX253160,No,Yes,2.4575,258,NM418258,Yes,Yes,3.3685
550,10/11/21,35.18,3.3685,140,DG282516,28,25,16,2.79,30,136,OK712136,No,No,1.3875,258,NM418258,Yes,Yes,3.3685
551,09/06/21,31.874,3.3685,93,MA101120,10,11,20,2.15,22,135,TX253135,Yes,Yes,1.4387,258,NM418258,Yes,Yes,3.3685
552,11/19/21,14.667,3.3685,135,DM481414,48,14,14,2.56,23,135,TX253135,Yes,Yes,1.4387,258,NM418258,Yes,Yes,3.3685
553,07/16/21,12.92,2.6565,105,FD311219,31,12,19,2.64,23,150,NM418150,Yes,Yes,2.4296,230,NM418230,Yes,No,2.6565
554,04/20/21,50.983,2.6565,173,GD341420,34,14,20,2.82,26,187,TX253187,No,No,38.235486,230,NM418230,Yes,No,2.6565
555,08/22/21,30.071,2.6565,187,DM481414,48,14,14,2.56,23,132,TX253132,No,No,1.3315,230,NM418230,Yes,No,2.6565
556,11/06/21,30.437,2.9858,141,KQ264020,26,40,20,2.92,23,200,TX253200,No,Yes,2.9858,230,NM418230,Yes,No,2.6565
557,03/15/21,26.135,2.6565,143,GJ331220,33,12,20,3.09,27,196,NM418196,Yes,No,2.6256,230,NM418230,Yes,No,2.6565
558,05/04/21,16.907,2.6565,151,EC423810,42,38,10,3.69,21,183,OK712183,No,Yes,2.3069,230,NM418230,Yes,No,2.6565
559,01/07/21,14.998,2.6565,165,FD311219,31,12,19,2.64,23,107,NM418107,Yes,Yes,1.19,230,NM418230,Yes,No,2.6565
560,07/07/21,8.497,2.6565,128,NC103116,10,31,16,2.31,30,199,TX253199,Yes,No,2.5445,230,NM418230,Yes,No,2.6565
561,01/01/21,20.398,2.6565,177,KQ264020,26,40,20,2.92,23,137,OK712137,Yes,Yes,2.0729,230,NM418230,Yes,No,2.6565
562,08/31/21,32.424,2.6565,115,DM481414,48,14,14,2.56,23,106,NM418106,No,No,1.3273,230,NM418230,Yes,No,2.6565
563,12/12/21,12.474,2.6565,177,BQ261014,26,10,14,2.64,30,136,OK712136,No,No,1.3875,230,NM418230,Yes,No,2.6565
564,04/16/21,20.684,2.6565,183,GJ331220,33,12,20,3.09,27,104,OK712104,Yes,Yes,1.7396,230,NM418230,Yes,No,2.6565
565,05/02/21,34.312,2.6565,187,DX301310,30,13,10,3.91,21,190,TX253190,Yes,No,1.9432,230,NM418230,Yes,No,2.6565
566,12/01/21,49.266,2.6565,134,KQ264020,26,40,20,2.92,23,128,TX253128,No,Yes,2.183,230,NM418230,Yes,No,2.6565
567,06/12/21,31.86,3.142,105,NC103116,10,31,16,2.31,30,150,NM418150,Yes,Yes,2.4296,291,OK712291,No,Yes,3.142
568,11/16/21,38.495,3.142,130,DA251912,25,19,12,2.36,24,182,OK712182,No,Yes,2.5084,291,OK712291,No,Yes,3.142
569,02/19/21,40.81,3.142,162,DG282516,28,25,16,2.79,30,134,NM418134,Yes,Yes,1.3619,291,OK712291,No,Yes,3.142
570,02/17/21,50.691,3.142,97,NC103116,10,31,16,2.31,30,124,TX253124,Yes,Yes,1.7142,291,OK712291,No,Yes,3.142
571,12/04/21,29.289,3.142,114,QH401919,40,19,19,2.39,26,157,OK712157,Yes,Yes,2.0854,291,OK712291,No,Yes,3.142
572,02/05/21,48.906,3.142,100,DX301310,30,13,10,3.91,21,157,OK712157,Yes,Yes,2.0854,291,OK712291,No,Yes,3.142
573,01/13/21,36.057,3.142,155,FD311219,31,12,19,2.64,23,130,NM418130,No,No,1.8093,291,OK712291,No,Yes,3.142
574,11/05/21,26.531,3.142,93,FD311219,31,12,19,2.64,23,104,OK712104,Yes,Yes,1.7396,291,OK712291,No,Yes,3.142
575,04/05/21,32.119,3.6566,132,QH401919,40,19,19,2.39,26,187,TX253187,No,No,1.9274,290,NM418290,Yes,No,3.6566
